Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-oh6h,Randomise questionnaire elements?,Question Key,Response
1,1.60804E+12,15/12/2020 14:47,1.60804E+12,0,15/12/2020 14:47,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x657,,ICAR,3,Menta-first,No,BEGIN QUESTIONNAIRE,
2,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,VR.4-5,6
3,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,VR.16-4,It's impossible to tell
4,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,VR.17-3,47
5,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,VR.19-6,Sunday
6,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,LN.7-4,V
7,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,catch_1-6,X
8,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,LN.33-3,G
9,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,LN.34-4,X
10,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,LN.58-4,N
11,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,MX.45-5,E
12,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,MX.46-2,B
13,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,MX.47-2,B
14,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,MX.55-4,D
15,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,R3D.3-7,G
16,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,R3D.4-2,B
17,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,R3D.6-6,F
18,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,R3D.8-6,F
19,1.60804E+12,15/12/2020 15:00,1.60804E+12,0,15/12/2020 15:01,27169,8,questionnaire-pu6t,,8650339,BLIND,2628393,,complete,bfnwhg,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1349x657,,ICAR,3,Menta-first,No,END QUESTIONNAIRE,837661
1,1.6109E+12,17/01/2021 16:55,1.6109E+12,0,17/01/2021 16:55,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,VR.4-4,5
3,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,VR.16-4,It's impossible to tell
4,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,VR.17-3,47
5,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,VR.19-6,Sunday
6,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,LN.7-5,W
7,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,catch_1-6,X
8,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,LN.33-3,G
9,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,LN.34-6,Z
10,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,LN.58-4,N
11,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,MX.45-3,C
12,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,MX.46-2,B
13,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,MX.47-2,B
14,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,R3D.3-6,F
15,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,R3D.4-5,E
16,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,R3D.6-3,C
17,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,R3D.8-2,B
18,1.6109E+12,17/01/2021 17:06,1.6109E+12,0,17/01/2021 17:06,27169,8,questionnaire-pu6t,,9156531,BLIND,2789421,,complete,kbdtzi,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.141,1368x912,1353x752,,ICAR,3,Meta-first,No,END QUESTIONNAIRE,685094
1,1.60711E+12,04/12/2020 18:24,1.60711E+12,1,04/12/2020 19:23,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,BEGIN QUESTIONNAIRE,
2,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,VR.4-4,5
3,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,VR.16-2,Richard is shorter than Matt
4,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,VR.16-3,Richard is as tall as Matt
5,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,VR.17-3,47
6,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,VR.19-6,Sunday
7,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,LN.7-6,X
8,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,catch_1-6,X
9,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,LN.33-1,E
10,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,LN.34-4,X
11,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,LN.58-4,N
12,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,MX.45-5,E
13,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,MX.46-2,B
14,1.60711E+12,04/12/2020 18:31,1.60711E+12,1,04/12/2020 19:31,27169,8,questionnaire-pu6t,,8342361,BLIND,2542911,,complete,fgczck,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,,ICAR,3,Menta-first,No,MX.47-2,B
