Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-oh6h,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,video,question1,A.1,B.1,C.1,ANSWER1,ANSWER2,question2,A.2,B.2,C.2,D.2,E.2,question3,A.3,B.3,C.3,D.3,E.3,ANSWER3,ANSWER
1,1.60711E+12,04/12/2020 18:14,1.60711E+12,0,04/12/2020 18:14,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1389x752,,Triangle task,14,Meta-first,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.60711E+12,04/12/2020 18:14,1.60711E+12,0,04/12/2020 18:14,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1389x752,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,1,1,1,Screen 2,script,force_advance,2749.943,,,,,0,1,0,,,,,,Intro,,,,,,,,,,,,,,,,,,,,,
3,1.60711E+12,04/12/2020 18:15,1.60711E+12,0,04/12/2020 18:15,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,1,1,2,Screen 1,button,response_button_text,47070.76,,,Let's go!,1,0,1,0,,,,,,Intro,,,,,,,,,,,,,,,,,,,,,
4,1.60711E+12,04/12/2020 18:16,1.60711E+12,0,04/12/2020 18:16,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,1,Screen 5,Zone1,timelimit_screen,29999.961,,,,,0,1,0,,,1,,,Trial session,,,,,,,,,,,,,,,,,,,,,
5,1.60711E+12,04/12/2020 18:16,1.60711E+12,0,04/12/2020 18:16,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,2,Screen 7,buttonA,response_button_text,4455.44,,,A. No interaction,1,0,1,0,,,,,,Trial session,,,,,,,,,,,,,,,,,,,,,
6,1.60711E+12,04/12/2020 18:27,1.60711E+12,0,04/12/2020 18:27,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,3,Screen 8,advancementZone,continue_button,679725.81,,,,,0,1,0,,,,,,Trial session,,,,,,,,,,,,,,,,,,,,,
7,1.60711E+12,04/12/2020 18:28,1.60711E+12,0,04/12/2020 18:28,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,4,Screen 9,Zone1,timelimit_screen,44999.879,,,,,0,1,0,,,1,,,Trial session,,,,,,,,,,,,,,,,,,,,,
8,1.60711E+12,04/12/2020 18:28,1.60711E+12,0,04/12/2020 18:28,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,5,Screen 11,buttonC,response_button_text,4592.2,,,C. Mental interaction,1,1,0,0,,,,,,Trial session,,,,,,,,,,,,,,,,,,,,,
9,1.60711E+12,04/12/2020 18:28,1.60711E+12,0,04/12/2020 18:28,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,6,Screen 12,advancementZone,continue_button,14464.37,,,,,0,1,0,,,,,,Trial session,,,,,,,,,,,,,,,,,,,,,
10,1.60711E+12,04/12/2020 18:29,1.60711E+12,0,04/12/2020 18:29,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,7,Screen 2,Zone1,timelimit_screen,44999.848,,,,,0,1,0,,,1,,,Trial session,,,,,,,,,,,,,,,,,,,,,
11,1.60711E+12,04/12/2020 18:29,1.60711E+12,0,04/12/2020 18:29,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,8,Screen 1,buttonB,response_button_text,3830.225,,,B. Physical interaction,1,0,1,0,,,,,,Trial session,,,,,,,,,,,,,,,,,,,,,
12,1.60711E+12,04/12/2020 18:29,1.60711E+12,0,04/12/2020 18:29,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,2,1,9,Screen 3,advancementZone,continue_button,31104.07,,,,,0,1,0,,,,,,Trial session,,,,,,,,,,,,,,,,,,,,,
13,1.60711E+12,04/12/2020 18:30,1.60711E+12,0,04/12/2020 18:30,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,4,1,1,Screen 13,Zone7,timelimit_screen,39999.914,,,,,0,1,0,,,1,1,1,TOM session,TOM_MOCKING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Mischievous,## How do you think the **Little Triangle** feels at the end of the animation?,No feelings,Fulfilled,Anxious,Mischievous,Devious,## How do you think the **Big Triangle** feels at the end of the animation?,Aggravated,Puzzled,Lonely,Satisfied,No feelings,Aggravated,
14,1.60711E+12,04/12/2020 18:30,1.60711E+12,0,04/12/2020 18:30,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,4,1,2,Screen 2,buttonB,response_button_text,5876.435,,,B. Physical interaction,1,0,1,0,,,,1,1,TOM session,TOM_MOCKING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Mischievous,## How do you think the **Little Triangle** feels at the end of the animation?,No feelings,Fulfilled,Anxious,Mischievous,Devious,## How do you think the **Big Triangle** feels at the end of the animation?,Aggravated,Puzzled,Lonely,Satisfied,No feelings,Aggravated,
15,1.60711E+12,04/12/2020 18:30,1.60711E+12,0,04/12/2020 18:30,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,4,1,3,Screen 1,buttonA,response_button_text,12507.72,,,No feelings,1,0,1,0,,,,1,1,TOM session,TOM_MOCKING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Mischievous,## How do you think the **Little Triangle** feels at the end of the animation?,No feelings,Fulfilled,Anxious,Mischievous,Devious,## How do you think the **Big Triangle** feels at the end of the animation?,Aggravated,Puzzled,Lonely,Satisfied,No feelings,Aggravated,
16,1.60711E+12,04/12/2020 18:30,1.60711E+12,0,04/12/2020 18:30,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,4,1,4,Screen 6,Zone2,response_button_text,9924.26,,,No feelings,1,0,1,0,,,,1,1,TOM session,TOM_MOCKING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Mischievous,## How do you think the **Little Triangle** feels at the end of the animation?,No feelings,Fulfilled,Anxious,Mischievous,Devious,## How do you think the **Big Triangle** feels at the end of the animation?,Aggravated,Puzzled,Lonely,Satisfied,No feelings,Aggravated,
17,1.60711E+12,04/12/2020 18:31,1.60711E+12,0,04/12/2020 18:31,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,8,1,1,Screen 1,Zone7,timelimit_screen,29999.86,,,,,0,1,0,,,1,1,1,RAND session,RAND_drifting.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
18,1.60711E+12,04/12/2020 18:31,1.60711E+12,0,04/12/2020 18:31,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,buttonA,response_button_text,1556.74,,,A. No interaction,1,1,0,0,,,,1,1,RAND session,RAND_drifting.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
19,1.60711E+12,04/12/2020 18:32,1.60711E+12,0,04/12/2020 18:32,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,Zone7,timelimit_screen,34999.886,,,,,0,1,0,,,1,1,1,GD session,GD_DANCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
20,1.60711E+12,04/12/2020 18:32,1.60711E+12,0,04/12/2020 18:32,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,12,1,2,Screen 2,buttonC,response_button_text,6586.56,,,C. Mental interaction,1,0,1,0,,,,1,1,GD session,GD_DANCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
21,1.60711E+12,04/12/2020 18:32,1.60711E+12,0,04/12/2020 18:32,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,10,2,1,Screen 1,Zone7,timelimit_screen,29999.878,,,,,0,1,0,,,1,1,1,RAND session,RAND_STAR.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
22,1.60711E+12,04/12/2020 18:32,1.60711E+12,0,04/12/2020 18:32,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,buttonA,response_button_text,4514.205,,,A. No interaction,1,1,0,0,,,,1,1,RAND session,RAND_STAR.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
23,1.60711E+12,04/12/2020 18:33,1.60711E+12,0,04/12/2020 18:33,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,3,2,1,Screen 13,Zone7,timelimit_screen,39999.906,,,,,0,1,0,,,1,1,1,TOM session,TOM_COAXING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Secure,## How do you think the **Little Triangle** feels at the end of the animation?,Proud,No feelings,Secure,Unsure,Annoyed,## How do you think the **Big Triangle** feels at the end of the animation?,Frustrated,Loving,Tense,No feelings,Frivolous,Loving,
24,1.60711E+12,04/12/2020 18:33,1.60711E+12,0,04/12/2020 18:33,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,buttonB,response_button_text,1364.055,,,B. Physical interaction,1,0,1,0,,,,1,1,TOM session,TOM_COAXING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Secure,## How do you think the **Little Triangle** feels at the end of the animation?,Proud,No feelings,Secure,Unsure,Annoyed,## How do you think the **Big Triangle** feels at the end of the animation?,Frustrated,Loving,Tense,No feelings,Frivolous,Loving,
25,1.60711E+12,04/12/2020 18:33,1.60711E+12,0,04/12/2020 18:33,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,3,2,3,Screen 1,buttonA,response_button_text,12012.755,,,Proud,1,0,1,0,,,,1,1,TOM session,TOM_COAXING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Secure,## How do you think the **Little Triangle** feels at the end of the animation?,Proud,No feelings,Secure,Unsure,Annoyed,## How do you think the **Big Triangle** feels at the end of the animation?,Frustrated,Loving,Tense,No feelings,Frivolous,Loving,
26,1.60711E+12,04/12/2020 18:33,1.60711E+12,0,04/12/2020 18:33,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,3,2,4,Screen 6,buttonB,response_button_text,8611.67,,,Loving,1,1,0,0,,,,1,1,TOM session,TOM_COAXING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Secure,## How do you think the **Little Triangle** feels at the end of the animation?,Proud,No feelings,Secure,Unsure,Annoyed,## How do you think the **Big Triangle** feels at the end of the animation?,Frustrated,Loving,Tense,No feelings,Frivolous,Loving,
27,1.60711E+12,04/12/2020 18:34,1.60711E+12,0,04/12/2020 18:34,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,11,2,1,Screen 1,Zone7,timelimit_screen,34999.889,,,,,0,1,0,,,1,1,1,GD session,GD_CHASE.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
28,1.60711E+12,04/12/2020 18:34,1.60711E+12,0,04/12/2020 18:34,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,11,2,2,Screen 2,buttonC,response_button_text,1479.71,,,C. Mental interaction,1,0,1,0,,,,1,1,GD session,GD_CHASE.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
29,1.60711E+12,04/12/2020 18:34,1.60711E+12,0,04/12/2020 18:34,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,13,3,1,Screen 1,Zone7,timelimit_screen,34999.722,,,,,0,1,0,,,1,1,1,GD session,GD_FIGHTING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
30,1.60711E+12,04/12/2020 18:35,1.60711E+12,0,04/12/2020 18:35,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,13,3,2,Screen 2,buttonB,response_button_text,1489.585,,,B. Physical interaction,1,1,0,0,,,,1,1,GD session,GD_FIGHTING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
31,1.60711E+12,04/12/2020 18:35,1.60711E+12,0,04/12/2020 18:35,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,7,3,1,Screen 1,Zone7,timelimit_screen,29999.91,,,,,0,1,0,,,1,1,1,RAND session,RAND_billiard.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
32,1.60711E+12,04/12/2020 18:35,1.60711E+12,0,04/12/2020 18:35,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,7,3,2,Screen 2,buttonC,response_button_text,2353.53,,,C. Mental interaction,1,0,1,0,,,,1,1,RAND session,RAND_billiard.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
33,1.60711E+12,04/12/2020 18:36,1.60711E+12,0,04/12/2020 18:36,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,6,3,1,Screen 13,Zone7,timelimit_screen,39999.858,,,,,0,1,0,,,1,1,1,TOM session,TOM_SUPRISING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Pleased,## How do you think the **Little Triangle** feels at the end of the animation?,Provoked,No feelings,Bored,Pleased,Lucky,## How do you think the **Big Triangle** feels at the end of the animation?,No feelings,Terrified,Delighted,Disappointed,Uneasy,Delighted,
34,1.60711E+12,04/12/2020 18:36,1.60711E+12,0,04/12/2020 18:36,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,6,3,2,Screen 2,buttonC,response_button_text,4141.71,,,C. Mental interaction,1,1,0,0,,,,1,1,TOM session,TOM_SUPRISING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Pleased,## How do you think the **Little Triangle** feels at the end of the animation?,Provoked,No feelings,Bored,Pleased,Lucky,## How do you think the **Big Triangle** feels at the end of the animation?,No feelings,Terrified,Delighted,Disappointed,Uneasy,Delighted,
35,1.60711E+12,04/12/2020 18:36,1.60711E+12,0,04/12/2020 18:36,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,6,3,3,Screen 1,buttonC,response_button_text,11748.37,,,Bored,1,0,1,0,,,,1,1,TOM session,TOM_SUPRISING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Pleased,## How do you think the **Little Triangle** feels at the end of the animation?,Provoked,No feelings,Bored,Pleased,Lucky,## How do you think the **Big Triangle** feels at the end of the animation?,No feelings,Terrified,Delighted,Disappointed,Uneasy,Delighted,
36,1.60711E+12,04/12/2020 18:36,1.60711E+12,0,04/12/2020 18:36,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,6,3,4,Screen 6,Zone2,response_button_text,8757.76,,,Uneasy,1,0,1,0,,,,1,1,TOM session,TOM_SUPRISING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Pleased,## How do you think the **Little Triangle** feels at the end of the animation?,Provoked,No feelings,Bored,Pleased,Lucky,## How do you think the **Big Triangle** feels at the end of the animation?,No feelings,Terrified,Delighted,Disappointed,Uneasy,Delighted,
37,1.60711E+12,04/12/2020 18:37,1.60711E+12,0,04/12/2020 18:37,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,9,4,1,Screen 1,Zone7,timelimit_screen,29999.909,,,,,0,1,0,,,1,1,1,RAND session,RAND_TENNIS.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
38,1.60711E+12,04/12/2020 18:37,1.60711E+12,0,04/12/2020 18:37,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,9,4,2,Screen 2,buttonA,response_button_text,1634.495,,,A. No interaction,1,1,0,0,,,,1,1,RAND session,RAND_TENNIS.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
39,1.60711E+12,04/12/2020 18:37,1.60711E+12,0,04/12/2020 18:37,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,5,4,1,Screen 13,Zone7,timelimit_screen,39999.779,,,,,0,1,0,,,1,1,1,TOM session,TOM_SEDUCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Cunning,## How do you think the **Little Triangle** feels at the end of the animation?,Lost,Cunning,Scared,Composed,No feelings,## How do you think the **Big Triangle** feels at the end of the animation?,Excited ,Eager,No feelings,Cheerful,Foolish,Foolish,
40,1.60711E+12,04/12/2020 18:37,1.60711E+12,0,04/12/2020 18:37,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,buttonB,response_button_text,1554.29,,,B. Physical interaction,1,0,1,0,,,,1,1,TOM session,TOM_SEDUCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Cunning,## How do you think the **Little Triangle** feels at the end of the animation?,Lost,Cunning,Scared,Composed,No feelings,## How do you think the **Big Triangle** feels at the end of the animation?,Excited ,Eager,No feelings,Cheerful,Foolish,Foolish,
41,1.60711E+12,04/12/2020 18:37,1.60711E+12,0,04/12/2020 18:37,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,5,4,3,Screen 1,buttonC,response_button_text,3700.725,,,Scared,1,0,1,0,,,,1,1,TOM session,TOM_SEDUCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Cunning,## How do you think the **Little Triangle** feels at the end of the animation?,Lost,Cunning,Scared,Composed,No feelings,## How do you think the **Big Triangle** feels at the end of the animation?,Excited ,Eager,No feelings,Cheerful,Foolish,Foolish,
42,1.60711E+12,04/12/2020 18:38,1.60711E+12,0,04/12/2020 18:38,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,5,4,4,Screen 6,buttonC,response_button_text,9829.875,,,No feelings,1,0,1,0,,,,1,1,TOM session,TOM_SEDUCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Cunning,## How do you think the **Little Triangle** feels at the end of the animation?,Lost,Cunning,Scared,Composed,No feelings,## How do you think the **Big Triangle** feels at the end of the animation?,Excited ,Eager,No feelings,Cheerful,Foolish,Foolish,
43,1.60711E+12,04/12/2020 18:38,1.60711E+12,0,04/12/2020 18:38,27169,8,task-h14t,,8342029,BLIND,2543049,,complete,yrmfwg,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1600x900,1600x900,,Triangle task,14,Meta-first,Spreadsheet1,Spreadsheet1,14,4,1,Screen 1,Zone7,timelimit_screen,34999.885,,,,,0,1,0,,,1,1,1,GD session,GD_LEADING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
