Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-oh6h,Randomise questionnaire elements?,Question Key,Response
1,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,Gender ,Male
3,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,Gender -quantised,2
4,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,education,High school or equivalent
5,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,education-quantised,2
6,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,age,25
7,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,age-quantised,8
8,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,prolific ID,5f0632235cb5d716a49d4c1e
9,1.60467E+12,06/11/2020 13:51,1.60467E+12,0,06/11/2020 13:51,12022,42,questionnaire-ynxa,,7630131,BLIND,2260072,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x941,,Demographic variables,12,Meta-first,No,END QUESTIONNAIRE,10150
1,1.60467E+12,06/11/2020 13:51,1.60467E+12,1,06/11/2020 14:51,12022,42,questionnaire-ynxa,,7630141,BLIND,2260071,,complete,jxtssm,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.183,1920x1080,1920x975,,Demographic variables,12,Menta-first,No,BEGIN QUESTIONNAIRE,
