Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-oh6h,Randomise questionnaire elements?,Question Key,Response
1,1.60364E+12,25/10/2020 15:57,1.60364E+12,1,25/10/2020 16:57,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1920x947,,BCIS,5,Meta-first,No,BEGIN QUESTIONNAIRE,
2,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-1,do not agree at all
3,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-1-quantised,1
4,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-2,agree a lot
5,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-2-quantised,3
6,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-3,do not agree at all
7,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-3-quantised,1
8,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-4,agree a lot
9,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-4-quantised,3
10,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-5,do not agree at all
11,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-5-quantised,1
12,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-6,agree slightly
13,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-6-quantised,2
14,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-7,agree slightly
15,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-7-quantised,2
16,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-8,agree completely
17,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-8-quantised,4
18,1.60364E+12,25/10/2020 16:00,1.60364E+12,1,25/10/2020 17:00,12022,39,questionnaire-betd,,7428433,BLIND,2170839,,complete,rsbybu,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1920x1080,1903x947,,BCIS,5,Meta-first,No,BCIS-9,agree a lot
