age,gender,education,MCQ_feelings,MCQ_cat,MCQ_cat_TOM,MCQ_cat_GD,MCQ_cat_RND,metaD,metaR,metaP,BCIS,IQ,AQ10,AQ10_AD,AQ10_AS,AQ10_C,AQ10_S,AQ10_I,RAADS,RAADS_MENTA,RAADS_SOA,RAADS_SOR
28,1,4,6,10,4,2,2,0.477684242106233,0.46285887242254,1.03203000000016,15,11,7,0,1,2,2,2,22,12,5,5
22,0,3,0,7,1,2,2,0.665977078644668,0.651156750992091,1.02275999999987,12,4,7,1,2,1,1,2,18,8,5,5
27,0,4,5,9,4,2,2,1.84247976664834,1.34440470977201,1.37047999999972,11,11,7,1,1,2,1,2,17,7,4,6
23,1,4,5,10,4,3,3,1.63023890886633,1.74746591211463,0.932915999999901,24,7,6,0,1,2,1,2,37,18,13,6
26,0,4,5,10,4,2,2,0.886644096849666,1.19748966038104,0.740418999999937,20,10,7,1,1,1,2,2,26,12,7,7
25,1,4,3,9,4,3,3,0.852330984779137,0.571566224151457,1.49121999999991,10,12,4,1,1,1,1,0,32,15,14,3
23,0,4,7,12,4,4,4,1.89670185653333,1.00506152480372,1.88714999999994,15,9,8,1,1,2,2,2,23,13,4,6
29,1,5,4,10,4,2,2,1.60959194596667,0.938378901507426,1.71529000000009,15,10,5,0,0,2,1,2,22,10,9,3
20,0,3,2,11,4,3,3,0.502700699846133,0.439024575426302,1.14503999999994,23,6,7,1,2,1,1,2,22,10,5,7
30,1,4,1,5,1,1,1,0.830104782916332,0.619263976751689,1.34046999999973,14,3,9,1,2,2,2,2,21,11,5,5
25,1,3,2,6,2,2,2,1.34695511616933,0.680864942713104,1.97830000000005,22,3,7,2,1,2,1,1,21,12,5,4
18,0,2,2,10,4,2,2,1.07975881424333,0.506657851780426,2.13114000000019,14,9,8,1,1,2,2,2,24,15,4,5
21,0,3,5,11,4,3,3,0.736550692195286,0.505938750383145,1.45580999999986,23,13,5,0,1,2,1,1,31,14,7,10
24,1,4,4,9,4,3,3,0.633348018007766,0.482176151111338,1.31351999999981,28,15,8,1,2,2,1,2,35,17,7,11
25,0,4,7,11,4,3,3,0.524943535642888,0.422591801354763,1.24220000000012,14,14,4,0,1,2,1,0,36,18,15,3
28,1,5,6,11,4,3,3,1.3552316504,0.642259442870008,2.1101000000003,21,8,6,0,1,2,1,2,21,11,6,4
61,1,2,3,9,2,3,3,0.659380607171681,0.434142919240512,1.5188099999997,25,8,7,1,1,2,1,2,26,15,6,5
20,0,6,0,5,1,0,0,1.24657837001967,0.692347373810575,1.8005099999997,15,9,5,1,1,0,2,1,35,17,10,8
25,0,5,6,11,4,3,3,0.541211373200304,0.458168358264807,1.18124999999978,13,14,7,1,2,2,0,2,23,8,10,5
22,0,4,5,11,4,3,3,1.24124284758333,1.21951115873468,1.01781999999985,NaN,5,8,2,1,2,1,2,20,8,7,5
19,0,2,1,5,2,1,1,0.523531856256367,0.451137777156127,1.16047000000011,28,8,6,1,1,2,1,1,28,13,7,8
34,0,3,6,12,4,4,4,0.723573159317126,0.58349850758603,1.24006000000008,19,14,8,1,2,2,1,2,18,9,6,3
43,0,3,2,8,2,2,2,0.27150530085924,0.331305232762383,0.81950200000011,16,6,5,1,1,1,2,0,17,7,7,3
19,1,2,6,11,4,4,4,1.8108636697,1.14600019599281,1.58015999999988,20,8,7,1,2,2,1,1,27,11,10,6
67,1,7,0,2,0,0,0,1.5298743673925,0.920718079087452,1.66160999999964,7,3,6,2,2,1,1,0,15,7,4,4
27,0,4,4,7,2,2,2,0.810764385283533,0.5113845362353,1.58542999999964,22,5,5,1,1,1,1,1,46,18,16,12
35,1,4,0,6,1,1,1,0.766044162385812,0.624343224217425,1.22695999999996,18,4,9,1,2,2,2,2,21,10,5,6
26,0,2,4,9,2,3,3,0.930749218368664,0.684439849668483,1.35987000000013,22,14,3,1,0,1,1,0,32,19,10,3
18,0,1,0,5,0,1,1,0.411667023282137,0.487344279765529,0.844715000000099,33,5,3,2,1,0,0,0,42,24,12,6
20,0,3,2,7,1,3,3,-0.0305626826984932,-0.0204938495004347,1.49130999999983,15,3,5,2,0,1,1,1,43,22,11,10
35,1,3,6,12,4,4,4,1.211541536725,0.801856840021315,1.51092000000023,20,2,3,0,1,0,1,1,50,25,13,12
46,1,2,2,7,1,2,2,1.61082677666667,1.09620321524007,1.46946000000016,22,4,5,1,1,1,0,2,30,14,10,6
36,0,2,5,10,4,2,2,1.16510430872834,0.625935762030505,1.86137999999999,15,6,6,0,1,2,2,1,35,23,7,5
39,0,5,1,6,2,1,1,0.113660713176841,0.120805385272634,0.940857999999944,12,1,6,1,2,2,0,1,48,26,11,11
21,1,4,7,11,4,3,3,1.42235542289333,0.615240226696714,2.31187000000032,14,11,8,1,1,2,2,2,23,14,6,3
65,1,4,4,10,3,3,3,1.16115804159333,0.792989074216213,1.46428000000012,13,NaN,9,2,2,2,1,2,20,10,4,6
34,0,3,7,10,4,3,3,1.263872676202,0.791979569506965,1.59583999999995,17,10,9,2,2,1,2,2,14,7,4,3
21,1,2,4,11,4,3,3,1.51284261443333,0.799384211673036,1.89251,21,6,5,1,1,1,1,1,52,28,12,12
21,0,2,5,11,4,3,3,1.27251667398134,0.72042158914221,1.76635000000003,23,4,7,1,1,2,1,2,28,15,7,6
59,1,4,1,7,1,3,3,0.54011065726611,0.394705206312607,1.36838999999976,15,5,8,0,2,2,2,2,18,9,6,3
24,0,4,0,5,1,2,2,0.845277777618298,0.484830524315751,1.74345000000005,20,7,8,1,2,2,1,2,24,10,8,6
20,1,2,4,9,3,4,4,0.094777981819175,0.0998542735222244,0.949163000000052,21,6,5,1,2,1,0,1,38,17,12,9
30,1,4,3,3,2,0,0,0.6352372342335,1.05008304002628,0.604940000000107,19,5,7,1,2,2,1,1,45,22,15,8
19,1,3,6,9,4,3,3,1.17027268673,0.884292494128766,1.32339999999984,18,6,6,0,1,2,1,2,28,15,10,3
67,1,5,6,9,4,3,3,0.347337381875838,0.369918304965869,0.938957000000142,17,NaN,6,1,2,2,0,1,24,12,6,6
32,1,3,5,11,4,3,3,1.22118256926167,0.706870593868725,1.72759000000022,15,8,5,0,1,2,1,1,37,19,13,5
30,1,4,5,10,3,3,3,1.2719219213,1.18914550284682,1.06960999999994,17,6,8,1,2,2,2,1,29,13,11,5
34,0,3,4,11,4,3,3,0.775321246818902,0.868079927468555,0.893145000000004,15,5,3,0,0,1,1,1,44,22,16,6
23,0,5,8,9,4,2,2,1.33979717557001,0.665327785895896,2.01373999999991,17,7,5,0,0,2,2,1,26,15,7,4
32,0,4,1,9,3,3,3,1.59304283216667,1.62044619781795,0.983088999999988,22,4,8,1,2,2,1,2,33,16,7,10
45,1,4,3,8,2,2,2,1.8997074853,1.71619477771855,1.10692999999993,25,7,9,1,2,2,2,2,17,7,4,6
34,0,2,0,3,2,1,1,0.0713208052165185,0.107672735971554,0.662384999999896,21,5,2,0,1,1,0,0,33,17,9,7
36,1,4,6,11,4,3,3,0.836163875827464,0.584975427331378,1.42940000000038,15,9,9,1,2,2,2,2,18,10,5,3
20,0,2,4,11,4,3,3,1.197809250779,1.0420988418324,1.14941999999986,22,11,6,0,2,2,1,1,36,19,8,9
32,0,5,2,9,3,2,2,0.890880314926668,0.807044529230233,1.10388000000003,20,6,5,0,1,2,0,2,30,10,12,8
24,0,3,7,11,4,3,3,0.992823622024665,0.825152611390183,1.20319999999993,22,10,7,0,2,2,1,2,36,17,10,9
25,0,2,0,9,2,3,3,0.976811104831764,0.622878872117284,1.56821999999967,20,NaN,8,0,2,2,2,2,38,18,9,11
28,1,3,6,11,4,3,3,0.522111504549692,0.345236492398943,1.51232999999969,15,11,10,2,2,2,2,2,14,7,4,3
19,0,2,2,7,2,3,3,0.00428868136828332,0.0031788024817725,1.34915000000001,20,6,6,2,1,1,1,1,36,18,13,5
20,0,2,7,11,4,4,4,0.312487982477987,0.426738164529235,0.732270999999906,25,10,3,1,0,0,0,2,41,25,10,6
48,1,4,7,11,4,3,3,1.31948390871067,0.663584106330994,1.98842000000007,16,11,9,1,2,2,2,2,18,9,4,5
46,0,5,6,12,4,4,4,1.31591996833333,1.03382930434874,1.27285999999971,16,12,8,1,2,2,1,2,17,10,4,3
19,0,3,0,1,0,1,1,0.570786201865766,0.792286542970592,0.72042899999997,23,6,6,1,1,1,1,2,38,19,9,10
18,0,2,6,10,4,2,2,0.970160597371336,0.585481613109801,1.65703000000019,20,9,6,0,1,2,1,2,36,22,9,5
27,0,4,5,12,4,4,4,1.009909610714,0.742651584867669,1.35987000000013,24,13,9,2,1,2,2,2,25,15,7,3
19,0,3,5,6,4,0,0,0.540392922125237,0.32476707220527,1.66394000000023,22,11,6,0,1,2,2,1,40,21,9,10
20,0,2,2,11,4,3,3,0.996003672759003,1.0296686905981,0.967305000000088,23,10,3,0,1,0,1,1,24,12,9,3
22,0,5,4,11,4,4,4,1.80184948683333,1.35092442350994,1.33379000000014,29,9,9,1,2,2,2,2,39,18,15,6
22,0,4,4,11,3,4,4,0.623780808979346,0.417289348010049,1.49483999999978,16,11,4,0,0,2,1,1,43,23,15,5
19,0,2,5,11,4,3,3,0.940765922040433,0.565918491094302,1.66236999999998,16,6,9,2,2,2,1,2,14,7,4,3
37,0,3,6,12,4,4,4,1.05811632392123,0.722130613416798,1.46527000000019,22,8,6,0,2,1,1,2,17,10,4,3
53,0,5,3,9,2,4,4,0.659690447605003,0.463767309875146,1.42245999999981,13,6,4,1,1,1,1,0,29,19,7,3
57,1,2,5,9,3,2,2,1.40674613313,1.34417479635947,1.04654999999983,13,6,8,2,2,1,1,2,21,10,7,4
31,0,3,7,11,4,3,3,1.33371685795667,0.708030396536959,1.8837,12,9,5,1,2,0,2,0,17,9,5,3
31,1,4,6,11,4,3,3,0.670126492879623,0.570723568886641,1.17417000000011,18,6,8,1,2,2,1,2,26,8,7,11
20,0,2,4,12,4,4,4,0.673939865666835,0.466455703979647,1.44481000000036,14,4,6,0,2,2,1,1,33,18,9,6
30,1,2,3,7,2,2,2,-0.20169134447141,-0.319256141585822,0.631754000000001,14,9,8,1,2,2,2,1,31,16,7,8
65,1,2,0,5,0,3,3,0.316029363192732,0.357052156623699,0.885107000000052,14,6,4,1,1,0,2,0,44,22,13,9
19,0,3,3,9,3,3,3,1.3857620753,1.20995553592946,1.1453000000001,24,3,5,1,1,2,1,0,32,18,8,6
41,0,7,0,5,1,1,1,0.5741369741917,0.379113438934842,1.51441999999989,23,3,7,0,2,2,1,2,39,23,11,5
20,1,2,1,12,4,4,4,0.513414398310932,0.428724216569748,1.1975399999998,29,7,5,0,2,1,2,0,32,18,5,9
19,0,2,2,10,3,4,4,0.6771540324471,0.804568759472148,0.84163600000007,27,4,7,1,2,2,0,2,36,18,13,5
41,0,4,5,11,4,3,3,-0.10604148101691,-0.0913245325900272,1.16114999999992,14,5,6,2,2,1,1,0,22,12,6,4
20,0,2,4,8,4,2,2,0.67658167322012,0.658448014890046,1.02753999999986,27,4,4,1,1,1,0,1,32,19,6,7
29,0,3,1,6,1,1,1,1.42277366823333,0.949813857761155,1.49795000000036,10,7,7,0,2,2,2,1,25,10,12,3
29,0,2,6,11,4,3,3,0.453404799143139,0.501309426643794,0.904440999999931,17,10,10,2,2,2,2,2,18,11,4,3
28,0,2,4,11,3,4,4,1.23392064278434,0.91157093038248,1.35361999999989,23,10,6,1,1,2,1,1,25,18,4,3
24,1,4,6,11,4,3,3,-0.0147408445808433,-0.0146529270187309,1.00599999999999,22,7,8,0,2,2,2,2,29,13,10,6
20,0,2,4,10,4,2,2,1.31571903686667,1.11393052268269,1.1811500000002,19,6,8,1,1,2,2,2,26,13,7,6
40,0,4,5,11,4,3,3,0.934452299583331,0.529305777959668,1.76542999999979,12,7,8,1,2,2,1,2,21,12,6,3
19,0,2,3,6,3,2,2,1.1880077697,1.04648159834044,1.13523999999977,17,8,6,1,2,2,1,0,41,21,14,6
23,0,3,6,9,3,3,3,0.884318222232564,0.736987125894914,1.19990999999987,11,8,9,1,2,2,2,2,23,12,6,5
33,0,4,3,8,3,2,2,1.86316497596667,1.09941344786756,1.69469000000018,21,5,9,1,2,2,2,2,14,7,4,3
27,1,4,1,9,3,2,2,0.879902072351266,0.572759689081376,1.53624999999968,19,4,10,2,2,2,2,2,17,10,4,3
34,1,5,4,10,3,3,3,0.693143116121126,0.585108654208134,1.18463999999996,17,10,7,1,0,2,2,2,19,7,9,3
22,1,2,4,10,3,3,3,1.16433105783333,0.649781825698897,1.79188000000034,17,6,7,1,1,1,2,2,30,13,11,6
25,1,5,3,10,3,3,3,1.90432441513534,1.24891749310413,1.52477999999983,26,4,7,0,2,2,1,2,30,20,7,3
39,0,5,5,11,4,3,3,0.689041580422398,0.838700057357294,0.82155899999998,20,4,7,0,1,2,2,2,32,20,4,8
27,0,5,0,6,1,1,1,1.70426808626667,1.0331339445485,1.64961000000029,20,5,8,2,1,2,1,2,19,9,7,3
18,1,2,3,10,3,3,3,1.4476718258,0.99147455400926,1.46011999999983,18,7,10,2,2,2,2,2,22,10,5,7
31,1,4,6,11,4,4,4,0.794585547204533,0.513178813198828,1.54836000000023,23,2,7,0,2,2,1,2,22,12,4,6
53,1,4,3,6,2,1,1,1.4580886996,1.27939552642431,1.13966999999999,14,7,8,1,2,2,2,1,14,7,4,3
19,1,3,2,7,2,1,1,1.9104881823,1.04290551414113,1.83188999999998,17,6,5,1,0,2,2,0,34,14,11,9
24,0,4,4,10,3,3,3,0.574988912382437,0.469413191485446,1.22491000000022,20,9,10,2,2,2,2,2,21,13,5,3
44,0,5,0,5,0,2,2,0.866998858770832,0.727744876628053,1.19134999999977,22,10,2,0,0,2,0,0,47,25,13,9
3,NaN,NaN,2,8,1,3,3,0.764757823922883,0.503494518350703,1.51889999999961,30,6,6,0,1,2,1,2,40,18,13,9
28,1,5,4,8,3,3,3,0.216608565485837,0.158957763734579,1.36268000000015,14,9,7,0,2,2,2,1,20,13,4,3
25,0,4,3,10,3,3,3,1.24395882408666,1.20807888131172,1.02969999999986,24,7,4,1,0,1,1,1,35,19,7,9
48,1,4,3,7,2,2,2,1.4901689416,1.25016270541452,1.19197999999975,25,10,9,1,2,2,2,2,26,14,6,6
59,1,3,2,6,2,1,1,1.332359409142,0.585588137190202,2.27524999999983,14,NaN,7,0,2,2,2,1,20,13,4,3
20,0,2,5,8,3,1,1,0.827073726293068,0.417393579824109,1.98151999999998,16,0,6,0,1,2,1,2,38,25,7,6
21,0,4,2,8,2,3,3,1.49545471343333,1.26013677253092,1.18673999999981,19,9,7,1,1,2,1,2,27,11,10,6
35,0,6,0,5,0,2,2,1.34846171493333,1.00602942071154,1.34037999999977,17,3,8,1,2,2,1,2,17,10,4,3
25,1,4,0,10,3,3,3,0.532788122758246,0.435957583816717,1.22211000000012,19,7,7,1,1,2,2,1,30,9,13,8
40,0,6,1,8,1,3,3,0.978805675272995,0.855756454657764,1.14379000000007,17,3,6,1,0,2,1,2,30,10,14,6
22,0,4,5,10,3,3,3,0.998774061263134,0.840506657631189,1.18829999999984,13,11,3,0,1,0,1,1,20,10,7,3
24,0,4,6,11,4,4,4,0.902743065436699,0.61110942543203,1.47722000000026,18,13,9,1,2,2,2,2,30,14,7,9
29,0,3,4,7,2,2,2,1.99571650054033,1.15255405561478,1.73156000000015,18,6,7,1,1,2,1,2,18,9,4,5
